48.0504511,17.5697131
48.0504504,17.5697125
48.0504496,17.5697118
48.0504488,17.5697112
48.0504480,17.5697104
48.0504453,17.5697082
48.0504444,17.5697075
48.0504434,17.5697067
48.0504424,17.5697058
48.0504414,17.5697050
48.0504403,17.5697041
48.0504392,17.5697031
48.0504380,17.5697022
48.0504369,17.5697012
48.0504356,17.5697002
48.0504344,17.5696992
48.0504331,17.5696981
48.0504317,17.5696970
48.0504257,17.5696920
48.0504224,17.5696893
48.0504190,17.5696864
48.0504171,17.5696849
48.0504152,17.5696833
48.0504133,17.5696818
48.0504113,17.5696801
48.0504092,17.5696784
48.0504071,17.5696767
48.0504050,17.5696748
48.0504005,17.5696712
48.0503982,17.5696692
48.0503958,17.5696673
48.0503934,17.5696653
48.0503884,17.5696613
48.0503858,17.5696592
48.0503832,17.5696571
48.0503750,17.5696506
48.0503665,17.5696438
48.0503635,17.5696415
48.0503605,17.5696392
48.0503575,17.5696368
48.0503544,17.5696344
48.0503513,17.5696320
48.0503481,17.5696295
48.0503449,17.5696270
48.0503416,17.5696245
48.0503384,17.5696220
48.0503316,17.5696168
48.0503282,17.5696141
48.0503248,17.5696115
48.0503214,17.5696087
48.0503111,17.5696003
48.0503077,17.5695974
48.0503043,17.5695946
48.0502977,17.5695886
48.0502944,17.5695855
48.0502913,17.5695824
48.0502881,17.5695792
48.0502821,17.5695726
48.0502791,17.5695692
48.0502762,17.5695657
48.0502734,17.5695622
48.0502706,17.5695587
48.0502678,17.5695551
48.0502651,17.5695513
48.0502625,17.5695477
48.0502599,17.5695439
48.0502574,17.5695402
48.0502549,17.5695364
48.0502525,17.5695326
48.0502501,17.5695287
48.0502478,17.5695248
48.0502456,17.5695209
48.0502437,17.5695170
48.0502416,17.5695131
48.0502395,17.5695090
48.0502375,17.5695050
48.0502356,17.5695009
48.0502338,17.5694967
48.0502320,17.5694925
48.0502303,17.5694884
48.0502287,17.5694842
48.0502272,17.5694800
48.0502257,17.5694757
48.0502243,17.5694712
48.0502231,17.5694669
48.0502218,17.5694624
48.0502208,17.5694580
48.0502198,17.5694535
48.0502189,17.5694490
48.0502182,17.5694445
48.0502176,17.5694399
48.0502170,17.5694353
48.0502167,17.5694308
48.0502165,17.5694262
48.0502164,17.5694216
48.0502165,17.5694171
48.0502167,17.5694126
48.0502171,17.5694081
48.0502176,17.5694037
48.0502182,17.5693992
48.0502189,17.5693948
48.0502207,17.5693863
48.0502218,17.5693822
48.0502230,17.5693782
48.0502244,17.5693743
48.0502258,17.5693705
48.0502272,17.5693669
48.0502289,17.5693636
48.0502307,17.5693603
48.0502326,17.5693572
48.0502345,17.5693542
48.0502365,17.5693513
48.0502386,17.5693484
48.0502408,17.5693458
48.0502477,17.5693389
48.0502501,17.5693370
48.0502526,17.5693352
48.0502551,17.5693336
48.0502577,17.5693324
48.0502604,17.5693314
48.0502630,17.5693305
48.0502657,17.5693298
48.0502684,17.5693293
48.0502711,17.5693289
48.0502738,17.5693288
48.0502766,17.5693290
48.0502793,17.5693293
48.0502846,17.5693304
48.0502874,17.5693311
48.0502901,17.5693321
48.0502928,17.5693333
48.0502954,17.5693346
48.0502981,17.5693361
48.0503007,17.5693378
48.0503033,17.5693398
48.0503058,17.5693417
48.0503084,17.5693439
48.0503108,17.5693461
48.0503134,17.5693484
48.0503158,17.5693509
48.0503183,17.5693532
48.0503209,17.5693556
48.0503235,17.5693581
48.0503261,17.5693606
48.0503316,17.5693659
48.0503343,17.5693686
48.0503371,17.5693715
48.0503399,17.5693744
48.0503428,17.5693775
48.0503458,17.5693806
48.0503487,17.5693838
48.0503518,17.5693869
48.0503548,17.5693901
48.0503580,17.5693933
48.0503612,17.5693966
48.0503645,17.5693999
48.0503679,17.5694033
48.0503712,17.5694067
48.0503746,17.5694102
48.0503782,17.5694138
48.0503817,17.5694174
48.0503853,17.5694211
48.0503889,17.5694249
48.0503926,17.5694287
48.0503964,17.5694326
48.0504002,17.5694366
48.0504041,17.5694406
48.0504081,17.5694447
48.0504121,17.5694489
48.0504162,17.5694532
48.0504204,17.5694575
48.0504246,17.5694619
48.0504289,17.5694665
48.0504332,17.5694710
48.0504376,17.5694756
48.0504421,17.5694803
48.0504466,17.5694850
48.0504513,17.5694898
48.0504559,17.5694946
48.0504607,17.5694994
48.0504655,17.5695044
48.0504703,17.5695093
48.0504752,17.5695143
48.0504801,17.5695193
48.0504851,17.5695244
48.0504901,17.5695295
48.0504952,17.5695347
48.0505004,17.5695399
48.0505056,17.5695452
48.0505110,17.5695506
48.0505164,17.5695561
48.0505218,17.5695617
48.0505274,17.5695674
48.0505331,17.5695731
48.0505388,17.5695789
48.0505446,17.5695848
48.0505505,17.5695908
48.0505564,17.5695969
48.0505624,17.5696029
48.0505685,17.5696091
48.0505746,17.5696153
48.0505808,17.5696215
48.0505870,17.5696278
48.0505932,17.5696342
48.0505996,17.5696406
48.0506059,17.5696471
48.0506123,17.5696536
48.0506188,17.5696601
48.0506253,17.5696668
48.0506319,17.5696735
48.0506385,17.5696802
48.0506452,17.5696870
48.0506519,17.5696939
48.0506587,17.5697008
48.0506655,17.5697079
48.0506725,17.5697150
48.0506795,17.5697222
48.0506865,17.5697294
48.0506937,17.5697368
48.0507008,17.5697442
48.0507081,17.5697517
48.0507154,17.5697593
48.0507227,17.5697670
48.0507302,17.5697747
48.0507376,17.5697824
48.0507451,17.5697902
48.0507527,17.5697981
48.0507603,17.5698060
48.0507679,17.5698140
48.0507756,17.5698220
48.0507833,17.5698301
48.0507911,17.5698382
48.0507989,17.5698464
48.0508068,17.5698546
48.0508148,17.5698629
48.0508227,17.5698712
48.0508308,17.5698795
48.0508389,17.5698880
48.0508470,17.5698964
48.0508552,17.5699049
48.0508635,17.5699135
48.0508718,17.5699221
48.0508802,17.5699307
48.0508886,17.5699393
48.0508970,17.5699480
48.0509055,17.5699567
48.0509140,17.5699655
48.0509225,17.5699743
48.0509311,17.5699831
48.0509398,17.5699920
48.0509484,17.5700009
48.0509571,17.5700098
48.0509659,17.5700187
48.0509746,17.5700277
48.0509834,17.5700367
48.0509923,17.5700458
48.0510012,17.5700549
48.0510101,17.5700641
48.0510191,17.5700733
48.0510280,17.5700825
48.0510370,17.5700918
48.0510460,17.5701012
48.0510551,17.5701106
48.0510686,17.5701246
48.0510777,17.5701341
48.0510866,17.5701436
48.0510956,17.5701530
48.0511045,17.5701624
48.0511134,17.5701719
48.0511222,17.5701813
48.0511310,17.5701907
48.0511397,17.5702001
48.0511485,17.5702094
48.0511571,17.5702188
48.0511657,17.5702281
48.0511743,17.5702374
48.0511829,17.5702467
48.0511914,17.5702560
48.0511999,17.5702653
48.0512083,17.5702745
48.0512167,17.5702837
48.0512251,17.5702930
48.0512376,17.5703067
48.0512459,17.5703158
48.0512541,17.5703248
48.0512624,17.5703339
48.0512706,17.5703429
48.0512788,17.5703518
48.0512870,17.5703607
48.0512951,17.5703696
48.0513033,17.5703784
48.0513114,17.5703872
48.0513195,17.5703959
48.0513277,17.5704045
48.0513358,17.5704130
48.0513439,17.5704214
48.0513520,17.5704298
48.0513601,17.5704381
48.0513681,17.5704463
48.0513762,17.5704545
48.0513842,17.5704625
48.0513923,17.5704705
48.0514003,17.5704784
48.0514083,17.5704863
48.0514163,17.5704941
48.0514243,17.5705019
48.0514323,17.5705095
48.0514403,17.5705171
48.0514482,17.5705247
48.0514562,17.5705322
48.0514642,17.5705396
48.0514721,17.5705469
48.0514800,17.5705542
48.0514879,17.5705614
48.0514957,17.5705685
48.0515035,17.5705756
48.0515112,17.5705825
48.0515189,17.5705894
48.0515267,17.5705959
48.0515343,17.5706025
48.0515418,17.5706090
48.0515491,17.5706154
48.0515565,17.5706218
48.0515637,17.5706280
48.0515709,17.5706341
48.0515780,17.5706401
48.0515851,17.5706461
48.0515920,17.5706519
48.0515990,17.5706576
48.0516058,17.5706633
48.0516126,17.5706687
48.0516193,17.5706741
48.0516260,17.5706794
48.0516326,17.5706844
48.0516391,17.5706894
48.0516456,17.5706941
48.0516520,17.5706988
48.0516584,17.5707033
48.0516647,17.5707077
48.0516709,17.5707120
48.0516771,17.5707161
48.0516832,17.5707201
48.0516893,17.5707240
48.0516953,17.5707278
48.0517012,17.5707315
48.0517070,17.5707350
48.0517129,17.5707384
48.0517186,17.5707418
48.0517243,17.5707450
48.0517300,17.5707481
48.0517356,17.5707510
48.0517412,17.5707538
48.0517467,17.5707564
48.0517522,17.5707589
48.0517577,17.5707612
48.0517632,17.5707633
48.0517687,17.5707653
48.0517742,17.5707671
48.0517796,17.5707688
48.0517850,17.5707703
48.0517903,17.5707717
48.0517955,17.5707728
48.0518008,17.5707738
48.0518059,17.5707747
48.0518109,17.5707756
48.0518158,17.5707762
48.0518206,17.5707767
48.0518254,17.5707771
48.0518301,17.5707774
48.0518348,17.5707775
48.0518394,17.5707776
48.0518440,17.5707776
48.0518486,17.5707775
48.0518532,17.5707772
48.0518577,17.5707769
48.0518621,17.5707765
48.0518666,17.5707760
48.0518709,17.5707754
48.0518753,17.5707747
48.0518795,17.5707739
48.0518859,17.5707726
48.0518901,17.5707716
48.0518943,17.5707706
48.0518983,17.5707696
48.0519024,17.5707684
48.0519064,17.5707673
48.0519104,17.5707663
48.0519143,17.5707652
48.0519182,17.5707643
48.0519221,17.5707635
48.0519259,17.5707627
48.0519298,17.5707620
48.0519335,17.5707613
48.0519373,17.5707607
48.0519411,17.5707603
48.0519448,17.5707601
48.0519485,17.5707599
48.0519521,17.5707599
48.0519558,17.5707601
48.0519611,17.5707606
48.0519647,17.5707611
48.0519682,17.5707618
48.0519717,17.5707628
48.0519751,17.5707640
48.0519784,17.5707653
48.0519817,17.5707669
48.0519850,17.5707686
48.0519882,17.5707705
48.0519929,17.5707736
48.0519959,17.5707760
48.0519987,17.5707786
48.0520013,17.5707816
48.0520039,17.5707848
48.0520063,17.5707884
48.0520084,17.5707921
48.0520105,17.5707961
48.0520123,17.5708002
48.0520139,17.5708042
48.0520153,17.5708086
48.0520164,17.5708132
48.0520172,17.5708178
48.0520176,17.5708226
48.0520179,17.5708274
48.0520179,17.5708321
48.0520176,17.5708365
48.0520172,17.5708409
48.0520166,17.5708454
48.0520158,17.5708496
48.0520149,17.5708535
48.0520138,17.5708573
48.0520126,17.5708611
48.0520112,17.5708645
48.0520096,17.5708680
48.0520079,17.5708712
48.0520062,17.5708742
48.0520044,17.5708771
48.0520025,17.5708799
48.0519993,17.5708837
48.0519972,17.5708862
48.0519950,17.5708886
48.0519928,17.5708909
48.0519906,17.5708932
48.0519883,17.5708955
48.0519837,17.5709002
48.0519814,17.5709025
48.0519790,17.5709050
48.0519767,17.5709074
48.0519743,17.5709100
48.0519719,17.5709126
48.0519695,17.5709154
48.0519672,17.5709183
48.0519648,17.5709213
48.0519624,17.5709243
48.0519600,17.5709275
48.0519577,17.5709309
48.0519552,17.5709344
48.0519529,17.5709381
48.0519505,17.5709418
48.0519481,17.5709456
48.0519457,17.5709497
48.0519433,17.5709537
48.0519409,17.5709580
48.0519385,17.5709622
48.0519361,17.5709666
48.0519338,17.5709712
48.0519315,17.5709759
48.0519293,17.5709808
48.0519271,17.5709858
48.0519251,17.5709911
48.0519231,17.5709965
48.0519214,17.5710021
48.0519197,17.5710078
48.0519183,17.5710138
48.0519171,17.5710199
48.0519159,17.5710261
48.0519150,17.5710323
48.0519142,17.5710387
48.0519136,17.5710452
48.0519132,17.5710518
48.0519129,17.5710584
48.0519128,17.5710650
48.0519129,17.5710718
48.0519134,17.5710785
48.0519139,17.5710853
48.0519146,17.5710921
48.0519155,17.5710988
48.0519166,17.5711055
48.0519178,17.5711120
48.0519193,17.5711186
48.0519211,17.5711252
48.0519230,17.5711316
48.0519252,17.5711380
48.0519276,17.5711443
48.0519301,17.5711505
48.0519328,17.5711566
48.0519357,17.5711626
48.0519386,17.5711685
48.0519419,17.5711745
48.0519451,17.5711804
48.0519484,17.5711866
48.0519552,17.5711986
48.0519623,17.5712107
48.0519660,17.5712167
48.0519698,17.5712229
48.0519737,17.5712290
48.0519776,17.5712352
48.0519815,17.5712416
48.0519854,17.5712481
48.0519894,17.5712548
48.0519933,17.5712616
48.0519973,17.5712685
48.0520013,17.5712755
48.0520053,17.5712826
48.0520093,17.5712899
48.0520133,17.5712972
48.0520175,17.5713047
48.0520215,17.5713123
48.0520256,17.5713199
48.0520297,17.5713276
48.0520338,17.5713355
48.0520379,17.5713435
48.0520419,17.5713516
48.0520458,17.5713599
48.0520497,17.5713683
48.0520535,17.5713767
48.0520572,17.5713852
48.0520608,17.5713938
48.0520644,17.5714023
48.0520678,17.5714110
48.0520710,17.5714196
48.0520741,17.5714284
48.0520771,17.5714371
48.0520799,17.5714459
48.0520826,17.5714547
48.0520852,17.5714634
48.0520876,17.5714722
