LAT,LON,GSPEED,CRS,NLAT,NLON
48.0504904,17.5697539,1.87,211.49369000000002,48.0504891,17.5697527
48.0504891,17.5697527,1.77,212.70916000000003,48.0504871,17.569751
48.0504871,17.569751,1.71,210.51833000000002,48.0504853,17.5697495
48.0504853,17.5697495,1.71,210.51833000000002,48.0504842,17.5697486
48.0504842,17.5697486,1.52,210.22581000000002,48.050483199999995,17.5697477
48.050483199999995,17.5697477,1.3800000000000001,210.22359000000003,48.0504823,17.5697469
48.0504823,17.5697469,1.29,208.26573000000002,48.050481399999995,17.5697462
48.050481399999995,17.5697462,1.16,209.11656000000002,48.0504806,17.5697455
48.0504806,17.5697455,1.08,209.85835000000003,48.0504798,17.5697448
48.0504798,17.5697448,1.03,208.57619000000003,48.0504791,17.5697443
48.0504791,17.5697443,0.96,208.62766000000002,48.0504782,17.5697434
48.0504782,17.5697434,0.8300000000000001,208.04540000000003,48.050477699999995,17.569742899999998
48.050477699999995,17.569742899999998,0.75,210.19887000000003,48.050477199999996,17.569742599999998
48.050477199999996,17.569742599999998,0.66,208.71920000000003,48.0504767,17.5697422
48.0504767,17.5697422,0.61,210.99223,48.0504764,17.5697419
48.0504764,17.5697419,0.48,206.69944,48.0504761,17.5697416
48.0504761,17.5697416,0.48,208.27668000000003,48.0504758,17.569741399999998
48.0504758,17.569741399999998,0.4,211.39559000000003,48.0504756,17.5697412
48.0504756,17.5697412,0.33,209.8041,48.050475399999996,17.569741
48.050475399999996,17.569741,0.28,209.15478000000002,48.0504752,17.5697409
48.0504752,17.5697409,0.27,211.05982000000003,48.0504751,17.569740799999998
48.0504751,17.569740799999998,0.23,210.84320000000002,48.050475,17.569740799999998
48.050475,17.569740799999998,0.1,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.1,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.04,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.01,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.04,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.03,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.03,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.04,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.01,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.02,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.05,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.01,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.0,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.0,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.03,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.04,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.03,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.04,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.04,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.01,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.03,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.02,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.03,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.02,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.04,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.03,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.03,214.93679000000003,48.050475,17.5697406
48.050475,17.5697406,0.02,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.5697406
48.050475,17.5697406,0.01,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.5697406
48.050475,17.5697406,0.02,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.569740799999998
48.050475,17.569740799999998,0.02,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.5697406
48.050475,17.5697406,0.01,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.5697406
48.050475,17.5697406,0.03,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.0504751,17.5697407
48.0504751,17.5697407,0.02,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.04,214.93679000000003,48.0504751,17.5697407
48.0504751,17.5697407,0.01,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.0504751,17.5697407
48.0504751,17.5697407,0.03,214.93679000000003,48.050475,17.5697406
48.050475,17.5697406,0.03,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.5697406
48.050475,17.5697406,0.01,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.01,214.93679000000003,48.050475,17.5697406
48.050475,17.5697406,0.04,214.93679000000003,48.050475,17.5697407
48.050475,17.5697407,0.02,214.93679000000003,48.050475,17.5697406
