LAT,LON,GSPEED,CRS,NLAT,NLON,NCRS,CMD
48.0504739,17.569768,0.94,205.18063999999998,48.050473100000005,17.5697674,204.00752,-1.4100644647049498
48.050473100000005,17.5697674,0.93,204.00752,48.0504724,17.5697669,204.30876,4.94962827394376
48.0504724,17.5697669,0.95,204.30876,48.0504716,17.569766199999997,207.49568,17.4741454827276
48.0504716,17.569766199999997,0.89,207.49568,48.050471,17.5697656,209.16872,9.76513307195215
48.050471,17.5697656,0.95,209.16872,48.0504703,17.5697649,210.77902000000003,9.32944934044253
48.0504703,17.5697649,0.89,210.77902000000003,48.05046970000001,17.569764300000003,215.90082,24.4311771303337
48.05046970000001,17.569764300000003,0.85,215.90082,48.0504691,17.5697636,212.21511,-16.2586057833658
48.0504691,17.5697636,0.87,212.21511,48.0504685,17.569762899999997,217.29792,23.8371231149127
48.0504685,17.569762899999997,0.82,217.29792,48.0504679,17.5697622,216.75082,-2.10909754855378
48.0504679,17.5697622,0.85,216.75082,48.0504674,17.5697615,218.7703,9.20365363254748
48.0504674,17.5697615,0.76,218.7703,48.050466799999995,17.5697608,219.46142000000003,3.60329360663262
48.050466799999995,17.5697608,0.77,219.46142000000003,48.0504663,17.569760100000003,221.34602,8.52322271710421
48.0504663,17.569760100000003,0.81,221.34602,48.050465700000004,17.5697595,225.84378999999998,21.268673148944
48.050465700000004,17.5697595,0.76,225.84378999999998,48.0504652,17.5697587,220.00891000000001,-28.8644538336307
48.0504652,17.5697587,0.8,220.00891000000001,48.050464700000006,17.5697578,225.10862000000003,21.8887552015635
48.050464700000006,17.5697578,0.8,225.10862000000003,48.05046420000001,17.569757100000004,223.58223999999998,-8.49230303679508
48.05046420000001,17.569757100000004,0.77,223.58223999999998,48.0504637,17.569756299999998,225.97145,9.74577390721482
48.0504637,17.569756299999998,0.83,225.97145,48.0504632,17.5697555,225.41772999999998,-4.5697351285245995
48.0504632,17.5697555,0.74,225.41772999999998,48.050462700000004,17.5697547,229.22339,16.3442464293197
48.050462700000004,17.5697547,0.77,229.22339,48.0504623,17.5697539,227.38057999999998,-11.885523573668301
48.0504623,17.5697539,0.74,227.38057999999998,48.0504619,17.5697533,227.80399,0.517145674542952
48.0504619,17.5697533,0.77,227.80399,48.050461600000006,17.5697524,232.62316,18.775865220973998
48.050461600000006,17.5697524,0.67,232.62316,48.0504612,17.569751699999998,229.82606,-16.867132712672998
48.0504612,17.569751699999998,0.67,229.82606,48.0504609,17.569751,232.15292999999997,8.53676166453798
48.0504609,17.569751,0.59,232.15292999999997,48.0504605,17.5697504,230.47115,-11.0849961390008
48.0504605,17.5697504,0.57,230.47115,48.0504602,17.569749899999998,228.5113,-12.363939085966699
48.0504602,17.569749899999998,0.6,228.5113,48.0504599,17.5697493,227.96182000000002,-5.37817979181649
48.0504599,17.5697493,0.54,227.96182000000002,48.0504596,17.569748699999998,225.97002999999998,-13.2033311232707
48.0504596,17.569748699999998,0.53,225.97002999999998,48.0504593,17.5697483,229.4203,17.788242958164197
