LAT,LON,GSPEED,CRS,NLAT,NLON,NCRS,CMD
48.049248299999995,17.5678485,6.04,215.98172000000002,48.0492446,17.5678444,215.98172000000002,1.32372756533029
48.0492446,17.5678444,6.04,215.98172000000002,48.049241200000004,17.5678408,216.08626,1.62720574006208
48.049241200000004,17.5678408,4.91,216.08626,48.0492383,17.5678377,216.08626,1.39485578332185
48.0492383,17.5678377,4.91,216.08626,48.0492347,17.567833899999997,215.55406000000002,0.7756192628990419
48.0492347,17.567833899999997,3.84,215.55406000000002,48.049231899999995,17.567830999999998,216.11453999999998,3.18802705021304
48.049231899999995,17.567830999999998,2.93,216.11453999999998,48.0492306,17.567829500000002,214.7509,-2.92818530343016
48.0492306,17.567829500000002,2.3,214.7509,48.0492294,17.5678283,216.74241,7.3755736724524406
48.0492294,17.5678283,1.75,216.74241,48.0492285,17.5678273,215.59912000000003,-3.18545727770154
48.0492285,17.5678273,1.45,215.59912000000003,48.0492277,17.5678264,215.05712999999997,-1.1939249908686298
48.0492277,17.5678264,1.2,215.05712999999997,48.0492271,17.5678258,218.68103,15.643461410195
48.0492271,17.5678258,1.01,218.68103,48.049226700000006,17.5678253,213.35057999999998,-22.8324548014953
48.049226700000006,17.5678253,0.8,213.35057999999998,48.0492263,17.567824899999998,215.13272999999998,9.52197013787635
48.0492263,17.567824899999998,0.57,215.13272999999998,48.049226000000004,17.5678247,214.41348,-2.5612744687771203
48.049226000000004,17.5678247,0.47,214.41348,48.049226000000004,17.5678246,221.91186000000002,35.0
48.049226000000004,17.5678246,0.14,221.91186000000002,48.0492261,17.5678247,215.49617,-35.0
48.0492261,17.5678247,0.03,215.49617,48.049226000000004,17.5678247,215.49617,1.25877243438367
48.049226000000004,17.5678247,0.02,215.49617,48.049226000000004,17.5678246,215.49617,-0.9066184219289399
48.049226000000004,17.5678246,0.05,215.49617,48.049226000000004,17.5678247,215.49617,0.880719116289562
48.049226000000004,17.5678247,0.02,215.49617,48.049226000000004,17.5678246,215.49617,-0.9066184219289399
48.049226000000004,17.5678246,0.02,215.49617,48.049226000000004,17.5678247,215.49617,0.906618357822797
48.049226000000004,17.5678247,0.02,215.49617,48.049226000000004,17.5678246,215.49617,-0.9066184219289399
48.049226000000004,17.5678246,0.03,215.49617,48.049226000000004,17.5678247,215.49617,0.8978176857116291
48.049226000000004,17.5678247,0.02,215.49617,48.049226000000004,17.5678246,215.49617,-0.9066184219289399
48.049226000000004,17.5678246,0.02,215.49617,48.049226000000004,17.5678247,215.49617,0.906618357822797
48.049226000000004,17.5678247,0.01,215.49617,48.049226000000004,17.5678246,215.49617,-0.9155933213439951
48.049226000000004,17.5678246,0.02,215.49617,48.049226000000004,17.5678247,215.49617,0.906618357822797
48.049226000000004,17.5678247,0.02,215.49617,48.049226000000004,17.5678246,215.49617,-0.9066184219289399
48.049226000000004,17.5678246,0.0,215.49617,48.049226000000004,17.5678247,215.49617,0.924747607065054
48.049226000000004,17.5678247,0.03,215.49617,48.049226000000004,17.5678246,215.49617,-0.8978177491956891
48.049226000000004,17.5678246,0.01,215.49617,48.049226000000004,17.5678247,215.49617,0.9155932566034609
48.049226000000004,17.5678247,0.02,215.49617,48.049226000000004,17.5678246,215.49617,-0.9066184219289399
48.049226000000004,17.5678246,0.01,215.49617,48.0492261,17.5678246,215.49617,-1.28369042628115
48.0492261,17.5678246,0.01,215.49617,48.049226000000004,17.5678247,215.49617,2.1984968184413503
48.049226000000004,17.5678247,0.02,215.49617,48.0492261,17.5678247,215.49617,-1.2711093754706202
48.0492261,17.5678247,0.01,215.49617,48.049226000000004,17.5678247,215.49617,1.28369036155658
48.049226000000004,17.5678247,0.01,215.49617,48.049226000000004,17.5678246,215.49617,-0.9155933213439951
48.049226000000004,17.5678246,0.02,215.49617,48.0492261,17.5678246,215.49617,-1.2711093754706202
48.0492261,17.5678246,0.01,215.49617,48.049226000000004,17.5678246,215.49617,1.28369036155658
48.049226000000004,17.5678246,0.01,215.49617,48.0492261,17.5678246,215.49617,-1.28369042628115
48.0492261,17.5678246,0.02,215.49617,48.049226000000004,17.5678246,215.49617,1.27110931137997
48.049226000000004,17.5678246,0.02,215.49617,48.0492261,17.5678246,215.49617,-1.2711093754706202
48.0492261,17.5678246,0.01,215.49617,48.049226000000004,17.5678246,215.49617,1.28369036155658
48.049226000000004,17.5678246,0.03,215.49617,48.0492261,17.5678246,215.49617,-1.25877249785268
48.0492261,17.5678246,0.02,215.49617,48.049226000000004,17.5678246,215.49617,1.27110931137997
48.049226000000004,17.5678246,0.03,215.49617,48.049226000000004,17.5678247,215.49617,0.8978176857116291
48.049226000000004,17.5678247,0.02,215.49617,48.049226000000004,17.5678246,215.49617,-0.9066184219289399
48.049226000000004,17.5678246,0.01,215.49617,48.0492261,17.5678246,215.49617,-1.28369042628115
48.0492261,17.5678246,0.01,215.49617,48.049226000000004,17.5678247,215.49617,2.1984968184413503
48.049226000000004,17.5678247,0.03,215.49617,48.049226000000004,17.5678246,215.49617,-0.8978177491956891
48.049226000000004,17.5678246,0.03,215.49617,48.0492261,17.5678246,215.49617,-1.25877249785268
48.0492261,17.5678246,0.01,215.49617,48.049226000000004,17.5678246,215.49617,1.28369036155658
48.049226000000004,17.5678246,0.04,215.49617,48.0492261,17.5678246,215.49617,-1.24667275448088
48.0492261,17.5678246,0.02,215.49617,48.049226000000004,17.5678246,215.49617,1.27110931137997
48.049226000000004,17.5678246,0.02,215.49617,48.0492261,17.5678246,215.49617,-1.2711093754706202
