LAT,LON,GSPEED,CRS,NLAT,NLON,NCRS,CMD
48.0504596,17.5697128,0,0,48.0504597,17.5697128,169.80304,35
48.0504597,17.5697128,0.02,169.80304,48.0504596,17.5697128,169.80304,1.53648701813991
48.0504596,17.5697128,0.02,169.80304,48.0504597,17.5697128,169.80304,-1.53648712821381
48.0504597,17.5697128,0.03,169.80304,48.0504596,17.5697128,169.80304,1.52157671543965
48.0504596,17.5697128,0.05,169.80304,48.0504597,17.5697128,169.80304,-1.49260764677593
48.0504597,17.5697128,0.04,169.80304,48.0504596,17.5697128,169.80304,1.5069529490867
48.0504596,17.5697128,0.05,169.80304,48.0504597,17.5697128,169.80304,-1.49260764677593
48.0504597,17.5697128,0.02,169.80304,48.0504596,17.5697128,169.80304,1.53648701813991
48.0504596,17.5697128,0.04,169.80304,48.0504597,17.5697128,169.80304,-1.50695305704675
48.0504597,17.5697128,0.02,169.80304,48.0504596,17.5697128,169.80304,1.53648701813991
48.0504596,17.5697128,0.02,169.80304,48.0504597,17.5697128,169.80304,-1.53648712821381
48.0504597,17.5697128,0.03,169.80304,48.0504596,17.5697129,169.80304,1.24798123580531
48.0504596,17.5697129,0.03,169.80304,48.0504597,17.5697128,169.80304,-1.24798134483723
48.0504597,17.5697128,0.01,169.80304,48.0504596,17.5697128,169.80304,1.55169235996776
48.0504596,17.5697128,0.02,169.80304,48.0504597,17.5697128,169.80304,-1.53648712821381
48.0504597,17.5697128,0.04,169.80304,48.0504596,17.5697128,169.80304,1.5069529490867
48.0504596,17.5697128,0.01,169.80304,48.0504597,17.5697128,169.80304,-1.55169247112992
48.0504597,17.5697128,0.04,169.80304,48.0504596,17.5697128,169.80304,1.5069529490867
48.0504596,17.5697128,0.04,169.80304,48.0504597,17.5697128,169.80304,-1.50695305704675
48.0504597,17.5697128,0.05,169.80304,48.0504596,17.5697128,169.80304,1.49260753984266
48.0504596,17.5697128,0.01,169.80304,48.0504597,17.5697128,169.80304,-1.55169247112992
48.0504597,17.5697128,0.04,169.80304,48.0504596,17.5697128,169.80304,1.5069529490867
48.0504596,17.5697128,0.01,169.80304,48.0504597,17.5697128,169.80304,-1.55169247112992
48.0504597,17.5697128,0.04,169.80304,48.0504596,17.5697128,169.80304,1.5069529490867
48.0504596,17.5697128,0.02,169.80304,48.0504597,17.5697128,169.80304,-1.53648712821381
48.0504597,17.5697128,0.03,169.80304,48.0504596,17.5697128,169.80304,1.52157671543965
48.0504596,17.5697128,0.02,169.80304,48.0504597,17.5697128,169.80304,-1.53648712821381
48.0504597,17.5697128,0.02,169.80304,48.0504596,17.5697128,169.80304,1.53648701813991
48.0504596,17.5697128,0.02,169.80304,48.0504597,17.5697128,169.80304,-1.53648712821381
48.0504597,17.5697128,0.03,169.80304,48.0504596,17.5697128,169.80304,1.52157671543965
48.0504596,17.5697128,0.06,169.80304,48.0504596,17.5697127,169.80304,0.266006086130458
48.0504596,17.5697127,0.02,169.80304,48.0504596,17.5697128,169.80304,-0.276437648671067
48.0504596,17.5697128,0.03,169.80304,48.0504597,17.5697128,169.80304,-1.5215768244464
48.0504597,17.5697128,0.04,169.80304,48.0504596,17.5697128,169.80304,1.5069529490867
48.0504596,17.5697128,0.01,169.80304,48.0504597,17.5697128,169.80304,-1.55169247112992
48.0504597,17.5697128,0.02,169.80304,48.0504596,17.5697128,169.80304,1.53648701813991
48.0504596,17.5697128,0.03,169.80304,48.0504597,17.5697128,169.80304,-1.5215768244464
