LAT,LON,GSPEED,CRS,NLAT,NLON
48.0504511,17.569713099999998,0.8200000000000001,209.35145000000003,48.050450399999995,17.569712499999998
48.050450399999995,17.569712499999998,0.89,208.75295000000003,48.0504496,17.5697118
48.0504496,17.5697118,0.93,208.97508000000002,48.0504488,17.5697112
48.0504488,17.5697112,0.93,209.55402,48.050447999999996,17.569710399999998
48.050447999999996,17.569710399999998,0.96,208.77161,48.0504453,17.5697082
48.0504453,17.5697082,1.04,209.53834,48.050444399999996,17.5697075
48.050444399999996,17.5697075,1.18,209.61568000000003,48.0504434,17.569706699999998
48.0504434,17.569706699999998,1.18,209.01959000000002,48.050442399999994,17.569705799999998
48.050442399999994,17.569705799999998,1.2,208.35599000000002,48.0504414,17.569705
48.0504414,17.569705,1.22,210.10864,48.0504403,17.5697041
48.0504403,17.5697041,1.29,207.74300000000002,48.0504392,17.569703099999998
48.0504392,17.569703099999998,1.35,210.33954000000003,48.050438,17.5697022
48.050438,17.5697022,1.4000000000000001,208.54410000000001,48.0504369,17.5697012
48.0504369,17.5697012,1.41,208.44707000000002,48.0504356,17.5697002
48.0504356,17.5697002,1.48,209.37803000000002,48.0504344,17.5696992
48.0504344,17.5696992,1.53,208.08284,48.0504331,17.5696981
48.0504331,17.5696981,1.59,209.88315000000003,48.0504317,17.569696999999998
48.0504317,17.569696999999998,1.6300000000000001,209.14543,48.0504257,17.569692
48.0504257,17.569692,1.87,209.56012,48.050422399999995,17.5696893
48.050422399999995,17.5696893,2.04,207.31702,48.050419,17.5696864
48.050419,17.5696864,2.15,208.60362,48.0504171,17.5696849
48.0504171,17.5696849,2.21,210.01955,48.050415199999996,17.569683299999998
48.050415199999996,17.569683299999998,2.32,209.53576,48.050413299999995,17.569681799999998
48.050413299999995,17.569681799999998,2.38,209.07339000000002,48.0504113,17.5696801
48.0504113,17.5696801,2.39,208.52314,48.0504092,17.5696784
48.0504092,17.5696784,2.52,209.27203000000003,48.0504071,17.5696767
48.0504071,17.5696767,2.5300000000000002,209.11443000000003,48.050405,17.569674799999998
48.050405,17.569674799999998,2.66,208.47287000000003,48.050400499999995,17.5696712
48.050400499999995,17.5696712,2.7600000000000002,208.84198,48.0503982,17.5696692
48.0503982,17.5696692,2.84,209.13294000000002,48.0503958,17.5696673
48.0503958,17.5696673,2.88,209.42071,48.0503934,17.5696653
48.0503934,17.5696653,2.95,208.66582000000002,48.050388399999996,17.5696613
48.050388399999996,17.5696613,3.06,208.82243000000003,48.0503858,17.5696592
48.0503858,17.5696592,3.15,208.33445,48.0503832,17.5696571
48.0503832,17.5696571,3.16,207.71013000000002,48.050374999999995,17.5696506
48.050374999999995,17.5696506,3.35,208.81912000000003,48.050366499999996,17.569643799999998
48.050366499999996,17.569643799999998,3.54,208.02357,48.050363499999996,17.5696415
48.050363499999996,17.5696415,3.56,207.98305000000002,48.0503605,17.569639199999997
48.0503605,17.569639199999997,3.67,207.58787,48.0503575,17.569636799999998
48.0503575,17.569636799999998,3.66,207.68471000000002,48.050354399999996,17.569634399999998
48.050354399999996,17.569634399999998,3.73,208.23142,48.050351299999996,17.569632
48.050351299999996,17.569632,3.8200000000000003,208.16914000000003,48.0503481,17.569629499999998
48.0503481,17.569629499999998,3.87,206.68,48.0503449,17.569627
48.0503449,17.569627,3.91,207.82128000000003,48.050341599999996,17.5696245
48.050341599999996,17.5696245,3.95,207.88079000000002,48.0503384,17.569622
48.0503384,17.569622,3.99,207.33491,48.0503316,17.5696168
48.0503316,17.5696168,4.11,207.51677,48.050328199999996,17.5696141
48.050328199999996,17.5696141,4.16,207.14337,48.0503248,17.5696115
48.0503248,17.5696115,4.18,208.22387,48.050321399999994,17.5696087
48.050321399999994,17.5696087,4.21,207.94227,48.050311099999995,17.569600299999998
48.050311099999995,17.569600299999998,4.26,207.88081000000003,48.0503077,17.5695974
48.0503077,17.5695974,4.2700000000000005,208.66961,48.0503043,17.5695946
48.0503043,17.5695946,4.24,209.71025000000003,48.050297699999994,17.5695886
48.050297699999994,17.5695886,4.23,210.09508000000002,48.0502944,17.5695855
48.0502944,17.5695855,4.18,211.10236,48.0502913,17.569582399999998
48.0502913,17.569582399999998,4.21,212.50369,48.050288099999996,17.5695792
48.050288099999996,17.5695792,4.13,213.45429000000001,48.0502821,17.5695726
48.0502821,17.5695726,4.1,215.85382,48.0502791,17.5695692
48.0502791,17.5695692,4.09,216.81281,48.0502762,17.5695657
48.0502762,17.5695657,4.09,217.82931000000002,48.050273399999995,17.5695622
48.050273399999995,17.5695622,4.0600000000000005,218.25018000000003,48.0502706,17.569558699999998
48.0502706,17.569558699999998,4.01,219.61512000000002,48.0502678,17.5695551
48.0502678,17.5695551,3.98,220.52976,48.0502651,17.5695513
48.0502651,17.5695513,4.0,221.907,48.050262499999995,17.569547699999998
48.050262499999995,17.569547699999998,4.0,222.71828000000002,48.0502599,17.5695439
48.0502599,17.5695439,3.92,223.14372000000003,48.0502574,17.5695402
48.0502574,17.5695402,3.94,225.1517,48.0502549,17.5695364
48.0502549,17.5695364,3.94,225.03427000000002,48.0502525,17.5695326
48.0502525,17.5695326,3.9,225.60674000000003,48.0502501,17.5695287
48.0502501,17.5695287,3.84,226.76738000000003,48.0502478,17.5695248
48.0502478,17.5695248,3.8200000000000003,227.86715,48.0502456,17.5695209
48.0502456,17.5695209,3.7800000000000002,228.41667,48.050243699999996,17.569516999999998
48.050243699999996,17.569516999999998,3.7600000000000002,230.02762,48.0502416,17.569513099999998
48.0502416,17.569513099999998,3.73,231.08636,48.050239499999996,17.569509
