lap2-0.csv,lap2-0.csv (from view of ref lap),lap2-1.csv,lap2-1.csv (from view of ref lap),lap2-10.csv,lap2-10.csv (from view of ref lap),lap2-11.csv,lap2-11.csv (from view of ref lap),lap2-12.csv,lap2-12.csv (from view of ref lap),lap2-13.csv,lap2-13.csv (from view of ref lap),lap2-14.csv,lap2-14.csv (from view of ref lap),lap2-15.csv,lap2-15.csv (from view of ref lap),lap2-16.csv,lap2-16.csv (from view of ref lap),lap2-2.csv,lap2-2.csv (from view of ref lap),lap2-3.csv,lap2-3.csv (from view of ref lap),lap2-4.csv,lap2-4.csv (from view of ref lap),lap2-5.csv,lap2-5.csv (from view of ref lap),lap2-6.csv,lap2-6.csv (from view of ref lap),lap2-7.csv,lap2-7.csv (from view of ref lap),lap2-8.csv,lap2-8.csv (from view of ref lap),lap2-9.csv,lap2-9.csv (from view of ref lap),lap3-0.csv,lap3-0.csv (from view of ref lap),lap3-1.csv,lap3-1.csv (from view of ref lap),lap3-2.csv,lap3-2.csv (from view of ref lap),lap3-3.csv,lap3-3.csv (from view of ref lap),lap3-4.csv,lap3-4.csv (from view of ref lap)
42.4584107856,41.8046994391,5.96571317213,6.4566430375,9.71209954622,11.8428165357,67.6996457537,13.344138164,0.373988961365,13.8159900582,61.8321042154,11.7386870597,209.879082193,467.89916161,49.721063131,5.25126442756,76.2817211563,2040.4799252155103,11.7176378909,4.93774073382,2.3618522666,18.8327535203,15.2705967282,16.3852508031,6.54599582986,16.7428966235,18.9457203937,17.9172245861,8.68460138809402,14.5971202186,6.86158813276,13.5096562032,27.749984574,13.5269526307,15.6047097414,17.0061945348,18.4011056249,17.2724766331,1.38925835383,17.5041078862,215.844795357,85.5701972139,,1815.7927242397402
32.5497353217,45.9781387033,6.81068623416,0.433285475146,8.98929134138,13.4437916898,68.4224540099,13.8163951432,1.12196696647,14.6526523855,57.1316395338,12.8679471676,209.034109161,539.59747995,48.876090099,1.63935600805,77.1266941583,2098.5499493004395,12.181391067,8.85418621643,3.20682529861,26.3843391819,13.7028154914,17.5540931022,5.70102279785,17.7518137437,20.5135016819,18.5721798877,7.37507685989,15.4461612433,6.01661510075,14.0215677112,25.0847950394,14.8608986318,16.01881963,18.0971426192,19.8999052656,16.5592870327,1.73548495677,18.4701416839,215.488481398,78.040625899,,1881.5298761229164
22.8017391306,47.7636926632,6.0878779266,6.03039163961,8.14431830937,13.5140400023,66.7325079759,14.2886520382,2.35764965638,14.6904590391,51.7911561362,13.2071006011,209.879082193,615.0295831790135,49.721063131,1.74305631092,77.8495023631,2160.5735077620798,12.678172281685804,13.0313401382,2.3618522666,33.2264386439,15.2705967282,17.9891430216,6.54599582986,17.7973896674,18.9457203937,18.6371347442,6.76846879724,15.5155302827,6.86158813276,15.3081771852,22.6369119094,15.1846335555,15.9510990436,17.8598343578,21.0429807576,17.3426749648,3.50038499107,19.0149120161,215.132167491,63.0209967482,,1951.2729558872718
11.1515733824,48.7243284652,5.24290486458,13.0256456929,9.71209954622,14.2636720056,65.8875349439,14.5159247866,3.93133419757,14.4312587197,47.1052897265,13.6644893565,210.724055225,694.1137891327911,48.876090099,5.57278876792,77.1266941583,2226.472595536677,12.8026226765,16.4057559716,3.20682529861,39.997705019,14.4256236962,18.6398000306,7.39096883184,17.8239744098,19.6685286499,17.2978710276,6.32149448698,16.2532722807,6.01661510075,15.3306396115,22.722976436,15.7442970955,15.3276032478,18.2552410299,21.2060427694,16.6918463556,4.51508977268,18.5316290373,214.898018359,42.7800875472,,2024.7750407278425
0.78626674547,49.1420735867,5.96571317213,21.5845253659,8.98929134138,14.4100012405,67.5774809779,15.0003433916,7.07640178599,13.9658103683,42.3929004072,13.4104457255,209.879082193,779.899448639,49.721063131,7.47801578491,76.2817211563,2297.9515129985707,12.9707454539,18.6810780765,4.05179833062,46.2844066416,15.2705967282,19.1662564351,6.54599582986,17.4231952054,20.5135016819,17.1613313489,6.82670815514,15.669179621,6.86158813276,15.3873904299,19.3605207859,16.0559703137,15.8789208828,18.54939204,20.8871067315,17.4733249732,4.25440951335,19.3868187876,215.386677484,14.7574755812,,2103.883237795488
8.6489355466,47.8270101329,6.81068623416,29.3386138777,9.71209954622,14.2404292706,65.8875349439,16.7153832627,8.22775823117,13.7814258217,36.9482078747,12.5335250386,210.724055225,867.022118143,50.4438713872,9.12049701084,77.1266941583,2371.723402757929,11.48842488,20.3628648005,3.20682529861,50.7669735869,14.4256236962,17.8830666161,7.39096883184,16.5454555603,18.9457203937,17.1601546466,6.42532011304,14.8600772955,6.01661510075,14.6194835062,17.3692027853,15.3030005604,14.9638973578,17.8055173754,20.6508252248,16.7174789763,5.13365419037,19.2132670639,213.462582237,21.6240245057,,2185.049344438911
17.9999858557,46.3897451431,5.24290486458,37.8459509072,8.98929134138,13.5935088185,66.8546727217,15.6149881669,10.6212878664,14.4669663715,32.2459733436,13.4020764143,209.879082193,958.344097803,48.876090099,11.6664864288,77.8495023631,2450.8007600915453,11.891944528,20.0277796399,3.9296335548,55.3503734721,15.2705967282,17.8312496199,6.54599582986,17.1479100358,20.5135016819,17.2525255613,5.38337628058,15.6888949601,6.86158813276,14.6646468282,14.8065335589,15.9637529691,14.8948495011,19.228225591,18.7826576709,16.8821459118,5.69558036718,19.2348066413,213.829076637,65.0901323691,,2271.35092546825
25.0895340602,44.0035331939,5.96571317213,45.9919044448,8.14431830937,12.8544161245,68.4224540099,13.9791595812,11.0843914096,13.8927250536,27.5193403188,13.1821967262,210.724055225,1052.10710408,49.721063131,13.4132339784,77.1266941583,2532.7873383233145,11.3418825441,19.9817764062,3.20682529861,57.7376553491,16.1155697903,17.0808529136,7.39096883184,15.69242896,18.9457203937,15.7249634227,4.46312903141,14.9520033578,6.01661510075,14.5669732331,11.1049001899,15.4007690333,12.9257762969,19.4085042442,17.9873261986,16.941325698,7.25638845657,18.4755845031,213.472762678,116.560242874,,2360.362657043774
33.0232083937,39.0666684339,5.24290486458,52.8901792385,8.98929134138,12.4057361137,67.6996457537,14.0240204511,13.4549628102,13.9352104,23.5016245416,12.2782798756,209.879082193,1148.079944326402,48.876090099,14.0572080222,77.8495023631,2617.5174724753147,10.7796822198,19.8746048181,3.9296335548,57.7648379417,15.2705967282,15.5142871641,6.54599582986,14.8878316676,19.6685286499,14.2132464338,3.9941179748,14.2067005703,6.86158813276,13.8017270969,9.9659360564,14.3600643614,11.9803958812,19.390896839,16.4981429091,16.1969808798,9.21241905901,17.1255374888,212.993430835,176.031256476,,2451.90435968661
38.1799900852,34.7612749508,5.96571317213,60.9872781806,8.14431830937,12.9297219288,67.5774809779,13.2500398777,15.455499631,15.2262172812,18.757165159,13.2500398625,210.724055225,1249.01600188,50.4438713872,16.082323576,77.1266941583,2706.9561609419206,8.88024360911,17.5930812572,3.20682529861,58.4884944774,14.5477885234,16.2391880789,7.39096883184,15.7221508668,18.9457203937,15.0111211203,3.75535095507,14.7682302815,6.01661510075,13.9602749325,8.52777608526,16.0169948936,9.47053634336,20.3667024343,15.7117202619,17.0305715064,10.378004536,17.7366039986,213.355254337,241.40569668145338,,2547.8137970720736
40.5804879169,29.0126402492,5.24290486458,67.1671495675,8.98929134138,12.7465491911,66.7325079759,13.9410648613,16.3237862024,15.9665256787,15.4022761102,13.1343860246,209.879082193,1350.02473133,48.876090099,17.6114653604,77.0045293611,2797.5375113438945,7.54563731728,14.8099647752,2.3618522666,56.9223900667,15.2705967282,16.2155643914,8.11377708804,15.72223469,19.6685286499,14.3133781882,2.54312527388,15.0786887808,6.86158813276,14.5774473488,7.74541126212,16.5656128913,9.38687440763,19.959949615,12.6403660058,16.8722402659,10.6513853555,17.3953049565,213.59646993,310.094038704,,2644.5569142156846
