lap1-0.csv,lap1-0.csv (from view of ref lap),lap1-1.csv,lap1-1.csv (from view of ref lap),lap1-10.csv,lap1-10.csv (from view of ref lap),lap1-11.csv,lap1-11.csv (from view of ref lap),lap1-12.csv,lap1-12.csv (from view of ref lap),lap1-13.csv,lap1-13.csv (from view of ref lap),lap1-14.csv,lap1-14.csv (from view of ref lap),lap1-15.csv,lap1-15.csv (from view of ref lap),lap1-16.csv,lap1-16.csv (from view of ref lap),lap1-17.csv,lap1-17.csv (from view of ref lap),lap1-18.csv,lap1-18.csv (from view of ref lap),lap1-19.csv,lap1-19.csv (from view of ref lap),lap1-2.csv,lap1-2.csv (from view of ref lap),lap1-20.csv,lap1-20.csv (from view of ref lap),lap1-21.csv,lap1-21.csv (from view of ref lap),lap1-22.csv,lap1-22.csv (from view of ref lap),lap1-23.csv,lap1-23.csv (from view of ref lap),lap1-24.csv,lap1-24.csv (from view of ref lap),lap1-25.csv,lap1-25.csv (from view of ref lap),lap1-26.csv,lap1-26.csv (from view of ref lap),lap1-27.csv,lap1-27.csv (from view of ref lap),lap1-28.csv,lap1-28.csv (from view of ref lap),lap1-29.csv,lap1-29.csv (from view of ref lap),lap1-3.csv,lap1-3.csv (from view of ref lap),lap1-30.csv,lap1-30.csv (from view of ref lap),lap1-31.csv,lap1-31.csv (from view of ref lap),lap1-32.csv,lap1-32.csv (from view of ref lap),lap1-33.csv,lap1-33.csv (from view of ref lap),lap1-4.csv,lap1-4.csv (from view of ref lap),lap1-5.csv,lap1-5.csv (from view of ref lap),lap1-6.csv,lap1-6.csv (from view of ref lap),lap1-7.csv,lap1-7.csv (from view of ref lap),lap1-8.csv,lap1-8.csv (from view of ref lap),lap1-9.csv,lap1-9.csv (from view of ref lap)
160.683646319,65.87504521,136.713437366,58.3262013481,59.7941430241,69.1378067667,157.54596977,70.9743113967,89.5425953025,70.6783464556,,7547.55327283,,7668.117269859694,234.302061043,50.6521118514,83.018289521,40.4708237844,109.568578158,37.521062929,120.290500247,44.1739208219,16.0606699713,37.3912520732,9.41892076065,68.6342764354,107.79345003,41.546590533,77.3619533339,53.0820397888,142.958998579,50.2654341587,14.9092836301,41.5885749749,179.930221296,46.605878571,94.4908239062,281.210566616,6.21316237036,157.568084153,3.90255449949,49.2610903606,288.681432552,34.2426198526,80.3650843028,50.5586306969,13.3896422446,75.8676491436,202.323354779,46.3429724456,115.524215714,47.0906974037,191.427676471,162.226597443,,7691.352674059035,54.5460666007,67.17867046884508,73.9112731464,50.4328315099,62.9281764082,58.9883942497,104.396053588,71.3401810888,130.381167433,76.7073134626,123.186669669,74.3776663635
161.56456133,76.6460412649,127.695081373,66.9986684946,62.1059106841,79.3650015052,172.040320615,81.0564492342,87.7694684105,81.4383825911,,7589.470814884742,,7677.747595338275,205.636353079,58.778128647,76.7065994943,45.3196447706,119.186587501,42.8244635997,143.100569816,53.5264562937,19.0009861306,43.3949730486,8.64893549599,78.1924056456,132.294974432,48.3539821396,70.0821401544,61.1643275855,126.837340371,59.4537393276,6.92023954037,50.331589154,182.219101798,54.7006712969,94.4270580439,297.37121038,5.69299160208,169.390905264,3.7693721849,61.0064275251,291.583146362,40.3331962323,71.699670225,59.0988423437,15.7253373055,85.6622038795,190.372692822,53.7625934997,107.130203955,56.9395570702,183.99316688,167.502619684,,7711.093096785755,48.7333251719,76.7474114873,68.0127476945,56.719101828,57.9671963198,66.4957459376,100.355486222,81.6814179932,128.947766146,86.6368548297,119.508188843,83.3428154627
160.683646319,87.8461293251,125.134482008,77.078218547,65.312185825,90.8403257094,179.799976105,93.0028867513,87.881692313,92.55934086848175,,7630.463964236352,,7688.108013848076,176.413297202,67.9664337262,67.4111744513,50.722440632,135.587273525,49.8886345729,164.64851312,64.9068924067,20.7728051389,51.9877888323,9.41892076065,91.1579327967,154.75477604,55.7826917517,61.4979135317,71.1108726052,107.791357419,70.5167901637,1.74732710198,60.022633633,181.496943565,65.1435266786,95.0003075784,312.590271045,15.7636634507,181.087183651,5.34243421456,73.4110816124,285.084731306,47.7233494797,60.7590085664,67.7178258389,15.5383011637,97.2998011252,186.218897001,61.9637652847,96.3515680064,67.0722449658,171.787267039,171.758906432,,7731.563641376167,43.1886801611,87.452801759,61.5350697128,63.4568207387,53.7293481222,74.755435686,97.2786742135,94.0481710116,126.379046848,98.1247596809,114.193631573,92.2370451108
161.362188915,99.9502441029,119.807637434,85.5319586244,65.9431398042,103.344262376,186.007264842,105.515679727,85.7437570687,108.272365581,,7665.511863940886,,7698.176392288886,157.760285692,78.3464483876,57.9460914332,59.1761807038,159.441587978,56.673623044,184.500608382,80.190526996,21.5879466831,60.2117528464,8.64893549599,102.938058189,176.93419251,64.550108917,56.4899933553,80.8343958237,96.4668348127,82.0000221997,11.9318727952,71.9217253629,177.543275021,76.0993739381,96.9835509163,325.803218038,28.5525697609,191.572767343,5.50386804699,85.5919436844,274.904229483,57.8926705055,47.8848469923,76.4727968341,15.7905436147,109.775167618,190.678975646,71.3687941462,86.6847670275,75.2198350586,156.399497664,177.16235496,,7751.570925061384,37.337488212,98.3514219835,56.041669147,74.1567998029,49.0091838667,84.1604645476,92.3856836072,105.622048156,124.56767873,109.881168039,110.692755272,103.192651701
160.481274091,112.680911333,113.751205106,95.8709089547,66.248457863,114.952738102,188.410243432,116.519838102,88.4042368132,122.497492284,,7685.3419891785,,7708.16118042,108.706773189,88.8670657813,46.6364158757,68.5464050689,177.563206076,65.8323009129,193.732861248,96.2380937839,21.9580257262,70.8852841462,9.41892076065,115.372124224,196.55432968,75.2743159892,47.6191546756,93.465202546,84.3665785019,95.5395606722,22.9335252953,84.5171917574,171.187149959,88.1165252552,99.2156656269,337.50728494334425,36.2361517026,200.643747398,4.43924190572,100.095018428,261.581617049,66.5628287388,35.9025915456,86.6176523167,16.0675707709,122.201490775,192.398126267,83.4811829521,81.3154561538,84.8180762487,145.741091699,181.75295086,,7771.662569643165,32.419051168,110.815510497,52.5439170568,85.4254529385,42.2556573996,94.3537420853,79.9782355819,118.724414495,121.092434876,122.403858649,107.920590837,114.619555857
161.362188915,125.84890883,109.291094441,106.393558545,65.7582427315,130.609647912,188.200731682,129.092629269,92.3783921265,134.641847843,,7704.6227272956885,,7715.689684650852,94.8386630696,100.475541507,36.0572013213,79.7179519007,192.49894085538898,77.0656940312,200.733901449,110.183129641,23.3035575424,82.8716905415,8.64893549599,129.651798583,206.519577482,85.9098039116,37.3051228565,106.547146683,73.8343189912,111.327385253,41.3203766466,97.3376469205,163.006915164,102.429657915,99.8202629976,348.952009617,43.7147545843,209.454810421,5.48866522565,113.815040652,239.374221893,77.0803743874,23.6519674236,96.4458397332,16.5116041937,135.20589795569265,194.154802349,95.6400314974,74.8130238067,94.7129481556,131.166941938,185.411737412,,7791.1829314016395,29.3556112691,122.612420978,45.9847299654,98.2459080462,37.5917788742,104.13213413300369,75.0883389996,131.171190203,118.241662816,135.586083119,104.736484644,126.753936617
161.159816687,139.459007742,104.548170851,117.570780785,64.8228689283,144.297947187,183.917110523,141.93946353,91.2396937186,146.427440002,,7723.929772577025,,7723.021836898098,87.3320155431,113.550965187,27.2992296668,94.7075990234,202.784447718,89.46182963498431,202.560794873,122.601202552,24.6435303417,96.676645598,9.41892076065,145.730962051,216.698727243,99.6341920944,26.2580638342,119.759413848,59.4483376268,126.381636448,50.572892955,113.29936435,154.948849548,116.830793247,99.4935673345,358.904853563,47.8743756277,216.757844425,6.05089422498,128.796408512,216.070362339,88.5105813298,17.3225808859,109.866222113,18.0841379407,148.32125248,193.104588018,110.123491701,72.1544517975,106.624080652,109.318687828,190.758817516,,7810.710388087587,26.4957843004,135.963219259,41.8855038135,114.364789948,32.7939768886,117.768816846,66.2193769708,144.364016555,115.579227025,149.218845307,100.438172684,140.664037075
161.838359282,151.424026051,99.6085809336,127.76650599,63.265865807,159.066365111,179.381809978,153.583251376,89.725725291,157.014638808,,7740.78648044174,,7727.953645568723,84.9621138073,125.621172859,17.06981048,108.228294079,206.510485393,105.054128199,198.883781816,133.738623927,29.3866330436,109.983161135,10.1576596275,158.070131304,221.560793174,112.622580284,18.5310813705,136.471607204,44.6058959735,142.658246865,60.5416916418,126.98161178,149.463856471,129.893205525,98.9584870148,366.192206574,51.0190008641,222.429127055,4.71760124956,143.628898512,191.278113509,101.771748667,14.0066680333,120.902616945,18.5963710143,160.206543115,164.355525047,123.832355426,70.1454272014,116.011314383,85.4657218759,194.801327647,,7827.769420690503,26.1114446631,148.622877801,37.0069403778,129.200403457,26.8598027823,131.497827663,57.9896981076,156.813217035,112.644162365,160.748293904,98.322571362,152.112312219
162.516901854,164.608722322,98.8089472367,139.343556648,60.7032149159,174.0049612377243,173.649745971,166.289801677,85.541402472,166.22718929,,7749.572361496089,,7731.258188268484,82.8446536511,138.335246703,10.4761998284,124.730981836,207.054357812,118.830703315,194.648106434,146.319442654,34.2985678375,123.246286906,10.9887408798,172.440142983,220.348715391,127.569812541,13.2842533155,152.824922183,28.6147073925,158.063969326,70.2674767471,141.519704521,142.935044253,144.856481287,97.3894275024,372.571770903,51.7403610562,227.636934522,3.69847998861,157.693076768,166.903890067,116.169535397,12.3531771085,133.456437141,19.0096237238,173.630962811,137.27618475,138.446251107,68.2628635375,126.463428989,62.3729851522,199.152309061,,7844.357676465097,26.7163698014,163.55416191,31.4692636852,146.12283947,18.6662935729,144.84124706,51.2973047487,170.026689532,109.974174733,173.784324997,94.5972117056,165.31327793
163.397816677,177.637525864,95.9949389773,151.002710354,57.2519820331,188.56323278,166.954086945,179.948544768,73.8941825906,174.796343236,,7756.641993174422,,7732.334337117323,80.3603280581,150.093075986,7.77674103294,140.601244158,201.182567242,131.464058467,189.939557727,159.675914639,44.3380474289,138.121317034,10.2214692756,184.319801963,216.397645224,141.972699535,11.4890947773,168.607885925,16.1282896266,174.240442685,72.9980160762,157.140428841,134.915159032,158.706651797,94.6278009542,377.011969391,46.0976142693,231.254825202,2.42520527624,169.698906561,151.125958328,131.123772457,13.5824611248,146.619912407,20.7326666032,185.388666785,115.937372238,156.310765057,66.7268178323,137.610412866,38.7526341637,201.384702494,,7859.273540652543,26.3811710732,177.695264219,22.8929297956,161.852704718,12.3650663597,157.193460128,44.0130437419,182.916964307,107.590488075,185.25555326278533,92.2353719831,178.225504945
162.516901854,189.460114317,94.4473012231,162.164182983,49.7371962323,201.564973162,160.11393497,191.854519923,55.9088997876,184.405332163,,7761.466415517276,,7731.18103866,77.0952204215,163.256075812,9.47656834763,155.316646157,186.5244925,144.066028834,184.128440061,171.108037077,58.2211963971,152.494990281,10.1576596275,197.353599354,211.225514261,154.568585772,9.14220448087,182.870850664,0.984426112424,188.750009104,76.5049812885,171.41699683795247,126.868575923,171.869651655,93.760981439,379.884823421,32.4414428345,234.46512418,2.20395957219,183.138783216,128.915340508,147.127957749,15.4996725766,158.306954109,20.4429384984,196.55328689,77.5116357775,170.819942454,61.2651020535,147.233313666,12.3399794841,206.010691145,,7871.801120446241,27.2006182538,190.234549091,15.467080681,176.465997153,4.71566399442,171.2255864,32.043522615,195.080124576,104.236214792,197.901461213,88.9138405242,191.150815992
163.195444401,200.774243702,92.9260128989,174.025626333,42.3141306195,282.726488948,154.33974868,203.089269373,35.0838354357,193.864751148,,7764.891965813391,,7727.67324969,70.8116142754,175.227062033,20.2133844299,170.305910261,173.191595869,158.195453605,178.740806638,185.05521913565175,74.8052957237,165.734462549,11.7274797729,208.792824667,199.52367263,168.373251274,9.83741487065,195.299056295,22.3636192207,250.397307532,74.6178513414,184.495299434,118.994718314,184.456715158,93.0723316875,380.382766287,15.5977812777,235.02935764369667,0.0582020854076,195.238693149,107.566464198,162.325801975,16.3526822683,172.564938462,19.6566716513,207.933690519,57.1435874129,182.362559229,58.0980958,158.763088454,3.84966582606,207.861086445,,7882.746067791253,29.0016876375,202.073531116,7.99751118456,190.799769449,1.93460616311,184.176501009,29.8481774017,206.491135893,102.269415067,208.798276219,85.9546564229,203.447465474
164.076359224,253.478440152,89.3645983182,231.04651366,33.3547418534,289.802544317,149.048745203,276.532575376,18.1515518078,248.759270759,,7743.960291777415,,7659.273467002101,64.2071579232,232.095268376,28.2725481967,252.518222405,152.49431178,250.13817301,175.038620054,242.519702887,97.4478311336,239.419218469,12.466218666,263.002895888,190.933997417,245.167982388,12.0937269238,255.437352202,31.9279342475,252.086252133,72.6919310753,252.02792575,109.448391576,268.639250954,91.4925797385,370.254662246,13.5074972244,282.934850088,2.09611762452,266.658595666,95.9262239487,243.040191484,20.648379538,249.904564541,22.0154722047,274.470464868,44.6844669708,245.127458404,52.5373082474,214.659426212,29.5742682896,263.867144043,,7900.486161652842,27.2953738074,259.819471708,0.362501097448,264.76510602,10.3782148173,247.373060416,29.0054304792,266.248910432,98.9199121633,265.017183842,84.2160329017,275.460867766
163.873987044,252.409971705,85.2686763305,231.039140741,23.5205587405,294.235478534,143.88683662,282.975633391,4.6505114258,250.738442,,7730.081361335624,,7636.27384092907,57.5560050637,233.025871827,33.4681145308,258.817292287,131.637056608,261.16765906,169.612327459,238.4154978,118.135214754,241.747367715,14.036038726,261.761887674,179.699140648,251.833104886,13.4325604351,258.615943046,41.6935893909,251.256814905,70.6811941573,253.08384799,100.361789924,272.747875127,91.0727306514,362.531135658,50.9906065545,287.32754017,9.40573253371,268.699053609,89.1380143188,245.48308408,25.4617337807,255.230509867,21.0929801487,279.396458872,34.7096878219,245.788207727,47.7437359645,215.324411529,57.6586914819,272.23701647,,7893.118901903916,25.8430782541,260.762837367,13.1796961548,269.012245454,18.1008472792,247.455711007,27.559699064,267.238105888,94.2959139078,264.49609553,82.0967996958,280.983386146
164.754901868,248.890310697,82.4325280376,228.554452447,15.4504174373,292.906451527,138.780806914,286.789778279,22.9133656202,250.192290913,,7715.104513447758,,7612.07880602,54.5847823648,231.456346609,38.0564660956,262.490697692,109.392433367,269.468012876,162.498014293,231.936684396,134.455300898,241.541882306,12.466218666,258.073966222,159.851062712,255.864316215,17.3446388087,259.240794173,51.4219303058,246.38564918,69.0578718306,251.636613372,90.2337663126,274.281019302,87.6366620194,352.527897773,91.7842213508,289.138161345,12.054025248,268.212726811,86.1581322768,245.38961685,29.4829671017,257.952908795,21.2292053782,281.728078954,28.1321701099,243.955364948,41.8242338126,213.49715481447438,84.3404195088,277.935101028,,7883.425525071246,24.0291336396,259.20576576,25.7841693867,270.680689023,22.439954902,245.05884535,26.4922734399,265.725756285,90.1932530634,261.510297095,80.9902049123,283.897867431
163.873987044,239.776902825,79.356953797,222.667484957,0.989560637092,288.335651991,133.490599897,284.853428314,34.5299906252,246.639518163,,7695.811396412404,,7582.959606749536,53.2574307538,232.352008589,38.7966242553,260.416254483,86.0103283684,271.940973675,155.093494255,219.938266439,157.31732426,235.667055684,11.6351374137,248.796345341,144.87823537,254.140979141,19.6398481164,254.178593973,62.4463349993,243.258527625,64.7997903166,244.59851076360954,80.6927794778,270.108303311,84.4268285474,337.101592695,137.451886352,285.237293925,11.0873268803,262.063160265,84.6514825282,243.752298963,32.6286394152,254.945711879,21.055114731,278.44284252011215,27.6711228458,236.51346479003897,35.7980825151,216.927435261,110.254404818,277.848635367,,7868.13014487198,21.978093178,252.009233904,35.8528899993,266.640521099,26.2441461477,239.530707307,25.7279892239,259.432158988,84.2206587273,252.918044102,77.9070764224,281.07901406
164.754901868,228.899604851,75.3773861369,213.286454065,14.4816348628,286.085122794,128.967925796,277.851070141,40.058546596,245.1791399915793,,7672.95013815388,,7550.3118077203335,53.1942129992,232.66850463,36.8228689733,254.48338232319182,53.4657148725,269.225961255,145.117425973,204.714516985,167.945051797,230.038460098,12.3738762805,237.066491679,131.426883716,254.133953764,21.203223434,247.206787188,76.4968441447,238.313254412,61.5788785758,238.070081779,71.7507333567,260.936424064,80.0646782093,317.900830739398,182.815027,276.328958277,9.05024627846,251.00022687122603,82.3386975463,240.312675361,32.2585602722,252.383174795,20.6151570132,278.271838725,15.004011267,231.372230319,30.1622681767,217.411262623,133.394587177,272.643404861,,7847.795807208742,18.6102918518,242.645020104,43.9299011622,258.74990142315806,29.1449828006,232.323777237,23.798992959,250.542208905,77.1708181545,240.189212775,75.1903440966,275.696773612
163.873987044,213.582919042,71.8941222759,200.262609335,24.7088190467,281.615713451,123.795139277,273.343247861,44.7184184002,243.99698442,,7646.417910173826,,7514.34305354,54.1532483033,233.271495416,36.893862425,254.672664976,43.4909356191,267.275371478,137.911095258,185.648519243,176.392712242,220.284741216,11.6351374137,221.19899789,112.629700208,254.668743561,22.5131445277,242.809723792,96.646773768,232.636437734,54.054988958,226.8943095,65.078053933,251.521225803,78.1215532318,307.1187062,225.404800108,270.05949171959725,4.62166059361,239.423531421,82.1067259655,232.25486201,33.0580556232,250.140505616,20.0797192518,273.8421999881025,5.83704529375,222.044466672,23.3244832949,219.660664401,149.092637405,273.6976779210337,,7822.24582008,15.4729860268,230.019125007,48.6526688337,256.583940937,36.2654779491,220.620211709,23.3326688858,236.926620601,71.0840688391,225.604845119,69.9577812508,272.386989933
162.993072096,195.946369745,66.8364275908,186.1510676388669,33.5110626926,274.416889138,119.590242025,268.308763699,48.5599001593,239.2164448036452,,7616.870737033335,,7475.09043325,52.6202804475,232.373180631,34.7916745031,251.12205962,32.776846647,266.36036147,129.940369082,162.171534283,233.543717529,206.475847087,11.5427950283,203.941688804,90.8917154314,254.023001217,23.6233817175,235.840636593,119.535834992,224.732685054,48.2940812611,212.781452428,62.8347830964,238.871987177,73.8009212725,294.808323349,267.521023903,279.659359434,2.91338786714,223.975299555,73.9652708035,220.21087745915432,35.9822590911,246.544955565,18.8704048523,268.874065906,27.3869655004,211.317419163,14.9055761397,218.8168117955086,171.615463899,284.86810166,,7793.201523764668,13.1061793978,215.566273722,54.216905677,250.71188935236813,39.2606354255,206.135650926,24.1148204823,220.301006626,63.8561834762,207.696776581,65.6870452997,266.804675223
162.112157148,175.79000040736625,63.3235576747,171.369076978,39.6021656288,264.333081284,113.881721706,259.881653629,56.3838121729,236.360589692,,7583.53068155464,,7432.033410764248,52.5808543987,231.063226644,36.5750912275,244.722747206,24.0179779316,261.913023832,121.83335547,135.291281465,224.714911986,191.825892332,10.8040561614,182.41279508,68.7982901345,249.833506954,25.7370263545,227.308818045,134.031697161,215.589306637,43.1250162634,197.232921446,62.9334135988,220.926361235,70.196692857,284.326483661,301.288308933,285.125347397,9.04375313739,204.434926168,59.1370619865,209.500984546,43.2251078504,240.293235171,19.9792470632,261.839814964,51.1768371947,196.397404967,7.924790781,221.256735826,192.705164664,289.81556986,,7760.213230512136,10.1715362596,196.548033936,55.3379787766,245.194204296,40.2537908765,191.016831144,26.1830292406,202.359492508,57.1614315829,186.611926302,61.5751096604,259.790450402
161.231242199,155.581036373,59.4973523817,155.581651479,47.1876291502,252.15763517888257,109.257290827,246.15302052689654,65.4679011657,228.5779341629822,,7546.231469572482,,7385.23889325693,49.4878440278,226.47973079,41.0539266592,237.652594347,13.3406706147,253.739797625,116.054798583,106.533755736,197.271501326,173.53485831,10.0653172683,157.915958813,44.627382074,244.023428359,31.6756225148,215.41025435,148.604437862,205.232330645,36.6483900875,177.268743651,62.9368870498,198.02689467744196,72.1226113232,272.569929416,330.458417674,290.836736801,19.5511841199,180.1220528506951,44.6727431148,193.95468126624021,50.6185382734,231.881301838,20.4429385382,252.404803247,73.9160681452,182.353063936,2.63344313229,219.457146376,209.32539585,295.565038479,,7723.238204746319,5.70717634907,173.3678324600862,56.102213612,234.7925045004585,41.1616037393,175.288986866,27.0651102595,180.478662113,50.7561706661,160.446779107,59.1815628324,250.676118415
161.909784819,136.227315758,53.7101693386,140.869143868,54.3706905949,239.07488574,104.150967468,233.781232833,79.1525295797,224.160408257,,7506.4429554023245,,7336.126640993015,44.5074043756,223.68316462,50.3365988666,228.823826976,3.2215421958,245.915052534,105.149457153,76.0940166923,162.765693242,156.983477718,10.8040561614,135.564032152,33.8988650177,236.550895097,39.9868113991,204.533194649,167.863704111,194.206347906,29.2308619875,160.235023115,61.7426699137,178.128924041,76.3812281592,263.488014312,377.668052291,300.361266201,27.4256811104,158.848821074,30.551154131,182.509428507,64.3510081243,223.940193976,18.9317480655,242.22434044,93.3699010894,166.623229019,3.62229099955,221.08011503,217.742476633,307.216258336,,7683.755290174976,4.08844502714,154.194931326,53.5637201779,225.713776112,38.2470402484,161.240818645,29.6063268546,160.494011889,41.8937758048,135.679273569,54.5964685445,240.243571423
161.028869871,115.195664048,48.2498009012,126.73885924,63.2353521124,221.52641642272627,100.513583399,216.03889426821715,104.631195852,214.16500816500454,,7462.575183912824,,7283.573262633769,39.5586198835,215.991805354,63.240321593,217.21635886,7.94682063458,233.436381553,97.0661150798,45.7143095787,123.659923285,136.639144929,12.3738762805,113.675678056,23.5243886652,226.668182616,48.6071728051,189.783053446,177.923772848,180.552942952,19.0009296492,138.803072664,58.2414727569,152.73018843245563,80.3472404225,252.599640835,399.702433587,304.29645151223485,33.6106726826,131.98982993541551,15.2486330988,165.68044071276682,78.9361122818,212.914211215,16.7667212041,227.742691126,114.045490592,151.841202979,7.4536132512,217.45645572618756,215.450023841,312.246602117,,7640.1619805910495,1.63442164314,133.025826006,51.4704887251,211.398534795,39.0117897126,145.222872986,32.1352005418,139.991129836,35.9378504468,109.265664201,51.427732274,223.6815230840955
160.350327251,93.88566352960689,42.7272992543,112.325738777,68.7674250909,202.220726183,96.6156575192,200.78029169,131.909201083,203.563788529,,7416.089259584445,,7228.87126473,32.5158880591,208.041670251,81.7003245173,201.502552739,24.0351279611,220.309673046,89.0121488883,12.2650708411,81.1587612662,117.935134335,13.2049575328,90.9948757563,13.3515026825,214.54371302,62.0348414957,174.270220846,186.376963385,163.913542039,6.87275879428,120.96045594,55.1972790026,130.38007982,91.2274154339,243.169347578,418.986344721,310.380714431,41.4921330359,106.417669512,13.502562485,153.655171183,96.3107142712,198.295378979,16.5945340956,211.31133826,131.59955977,134.690458605,12.7177191105,210.541425806,204.5039815,319.325683009,,7593.9218682121655,2.79576418258,108.721246895,58.9726830798,197.478542673,38.0386412913,130.102815969,34.2851012639,120.001503388,29.3443219931,82.3589943233,49.5621636207,207.109621534
160.14795486,71.9238452848,36.5320741084,94.9880925852,77.2595228847,179.1066909136244,92.7573121096,178.27983532718142,150.963238431,189.463234024,,7363.736826040973,,7168.65854716,29.7297165516,193.04733084918834,105.051883971,184.186334529,38.7201931998,203.324410175,81.3244463888,22.0443476576,43.1152684089,94.694090697,13.9436964259,64.5997732707,3.23498887105,196.343321548,77.3214735921,153.36384004,190.380893696,145.837895752,4.88183378384,98.1045558763,52.1046852218,100.924358338,106.810043181,230.737376921,436.952214857,312.1429947449569,47.4522915021,78.2556831826,43.2468799226,134.7708199694974,116.067725726,179.640817408,13.5215269223,190.646184124,158.376464222,118.870842548,13.6813359283,195.999461122,187.154513093,325.601869576,,7541.788911579736,6.54827788659,84.6718117321,71.9467424794,176.8558716621811,36.5645615024,111.88773663,35.6049488982,97.8659256549,27.5405253192,53.0163745323,44.5202896603,184.589246273
159.46941224,50.0664595288,29.3311050805,78.8872390087,82.7478856039,153.822722669,88.5220685539,160.178580675,168.594391632,172.655209503,,7308.593591551519,,7105.80740058,25.9198380525,180.05167195,130.250323786,163.694092945,56.1605796965,186.276097727,77.4612723941,59.0527526246,21.1865096448,75.1992923707,13.2049575328,40.4901365836,9.07203417687,177.055116491,97.0614168575,132.58800237935412,192.574837236,124.78131965829675,13.4555876507,78.9521359119,48.6120464083,75.6720781374,125.702856445,220.544870077,446.977948791,318.390956684,52.1677994172,50.043942292,69.5075292404,121.710795682,136.222777684,158.605250529,12.6038382689,169.412200052,186.590989056,101.586383324,15.617186733,177.838853021,165.068083749,327.44065542,,7486.846811345714,10.7420260129,59.7495426158,88.8774119624,159.514966511,34.163330504,95.0797121549,41.4123656899,75.5921775374,26.9145645596,24.139921682,40.1181372332,158.701969523
160.14795486,25.3070658059,22.8197685904,60.05555536240885,90.1317624601,126.14132055952818,84.7766066534,134.214120083,184.613430974,153.093315393,,7247.384465122643,,7037.689331941381,21.3145938512,159.10591377575722,155.455627695,140.040660704,81.8677719543,164.060150207,74.7809476065,96.1939747934,3.5138830641,51.8552056302,13.9436964259,15.0699052949,22.1548288413,152.460788855,118.978039175,110.21951368,193.590637556,107.145536596,21.3402203349,54.1388896055,45.9213426349,43.2229647496,148.294401371,206.051572147,447.715027858,315.92864108679174,55.4376289544,18.9411118035,84.5711788281,101.21181873945682,157.757803974,132.928598657,9.43520237876,144.282304394,211.306222566,83.1743596938,9.49379308621,152.505905866,142.158834557,328.258558398,,7425.810413438273,15.438536269,33.8898182347,103.430287817,134.483529597,36.0869952537,76.2538328316,48.2255638671,51.950130795,24.5230260877,7.9138169727,35.2369007785,129.106687517
159.267040036,4.04171688276,17.4811310919,47.4645162389,100.793905271,98.9782270422,79.2045378409,110.514828981,197.770683707,134.954277045,,7184.806299711427,,6968.603440886627,15.885258436,141.508632894,173.055364892,114.07645713271565,104.894060421,142.522949588,71.9130633589,133.093222197,20.5027430451,32.6826270423,14.7747776191,7.78064764597,45.5276666452,128.18320412826793,144.816451721,90.0558395833,193.416546887,84.646886273,35.4253273932,37.7314838571,40.2677343378,15.5913712024,171.907356613,195.174406147,443.112548118,318.982497342,62.1039487135,10.5765004409,96.9680966435,89.0156598905,174.779661035,108.083073364,7.86266864654,121.107401185,230.701775632,67.2483324867,3.72198788097,124.538746595,119.950710829,331.476928392,,7363.389667840755,21.6381538329,12.2870605145,120.662249372,110.998958575,39.2118183399,62.4534491043,56.6201413936,32.7918107101,25.4150999781,36.8874231651,27.4434461102,100.648227101
158.386125088,16.8001954641,13.8645687959,35.6185972505,109.298759189,71.8586914682,73.1027505146,87.4649066512,207.700802182,115.009100317,,7118.370926232338,,6896.540001726768,11.3375804254,119.401098875,188.886906347,89.5095956152,120.667832888,118.534418234,70.2066897102,167.286947313,36.982217322,14.7056619139,13.2049575328,29.9788653996,62.4295590273,102.936042047,170.830876366,65.8770024818,191.123403486,66.4967948734,47.882067177,17.6287365804,35.1015396227,10.4679264147,187.734308505,180.39984716245908,425.576789619,318.253691972,67.0179822168,38.5823552256,113.391264756,72.4248323537,190.228798068,82.4738952541,2.0346525424,92.39890280052818,241.835474368,51.744974384,0.299191189996,91.445919099,97.7205658242,327.9797986483952,,7297.089435975425,25.8667979142,6.97056154709,134.789710146,89.3905009131,41.0036833637,48.815855042,71.6971001251,14.5661519117,25.902620322,63.6738474356,22.1641993746,70.0614904459
159.267040036,34.4938399208,13.3922554327,26.3796593372,117.190998426,43.6183925957,65.6237003953,66.2017593876,212.709805932,95.16752765660479,,7050.385502797792,,6823.663015169889,7.84525413845,101.251007452,254.166466212,61.6383893539,134.361863194,93.1457365014,68.9127864188,200.251465364,51.5755997371,0.571841948501,13.9436964259,48.4690273065,87.5426263517,79.2848613963,192.842139497,46.1260658546,186.53738798,42.5238825917,75.9318809335,4.63603286386,28.8979814899,37.5325474059,204.961177287,173.732679962,404.311401191,315.56054445077814,68.858366019,67.4509651594,123.340605766,57.1282520969,251.294085921,58.0774880204,0.0285868512017,70.7822045947,243.6987786,40.3012914349,5.71185738483,56.3129075522,78.9186114338,328.362148922,,7229.220807112619,27.1007387258,23.8198329238,142.823922136,64.73225802546116,41.5499064189,36.8508764711,82.6561962857,1.07874927674,26.5873356446,90.2333392063,16.8545698948,44.3655856062
